Term: 防控,Freq: 173,TF: 0.012943288942091876,IDF: 0.6842467475153123,TF × IDF: 0.008856403360777273
Term: 猛增,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 关联性,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 亲缘,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 遗传,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 出席会议,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 路径,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 不确定性,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 情绪,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 病患,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 温家宝,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 建设,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 群控,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 前天,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 搞清楚,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 忽视,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 前段时间,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 抢救,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 取决于,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 事先,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 切实有效,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 九省,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 通衢,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 转折点,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 不敢相信,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 外地,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 天佑,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 我委将,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 万人次,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 严厉打击,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 清洁,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 城乡,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 驻华,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 监测数据,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 致病性,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 颗粒,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 罹患,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 家庭成员,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 呕吐,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 腹泻,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 教室,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 课桌,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 南北方,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 儿科,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 门诊量,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 急诊科,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 输液,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 上岗,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 周报,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: ILI,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 高于,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 同期,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 北方,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 冬季,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 城管,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 发表,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 新年贺词,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 书架上,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 摆放,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 演唱会,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 直播,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 瞬间,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 网讯,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 嫌疑人,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 社交,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 90,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 加斯,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 交警,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 警察,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 盖洛普,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 18%,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 得票数,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 全美,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 总统,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 病毒感染,Freq: 6,TF: 0.0004489001945234176,IDF: 0.6640433614270254,TF × IDF: 0.0002980891941165758
Term: 洗手,Freq: 3,TF: 0.0002244500972617088,IDF: 1.3074960379132128,TF × IDF: 0.00029346761287891954
Term: 仍在院,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 准确,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 800,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 用于,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 医保,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 报销,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 周先,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 旺任,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 专访,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 病毒传播,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 公安,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 交管部门,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 私家,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 车辆,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 抽检,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 后备箱,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 交通管理,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 有限公司,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 获悉,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 到达,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 火车票,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 汉口,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 天河机场,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 互联网,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 转发,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 万张,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 游览,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 浓浓,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 江城,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 上半年,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 主场,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 东京,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 较大,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 展开,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 揭开,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 想起,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 转移,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 日前,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 号召,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 牵头,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 外事,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 后勤保障,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 前方,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 部委,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 负责同志,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 任组长,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 职责,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 分工协作,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 汇总,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 采样,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 派驻,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 国家级,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 跟踪,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 国际交流,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 信息沟通,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 定期,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 技术细节,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 研讨,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 七是,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 留足,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 入口关,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 五早,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 延缓,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 救护车,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 消杀,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 药械,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 中西医,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 期满,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 发现异常,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 业务培训,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 切实落实,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 多种形式,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 宣教,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 流动性,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 因地制宜,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 商场,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 密闭,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 首诊,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 负责制,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 费用,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 任何理由,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 推诿,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 拒收,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 运输,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 航空运输,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 统计,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 天津,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 昆明,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 西部,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 乌鲁木齐,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 华夏,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 新加坡,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 首都,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 成都,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 里程,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 乘坐,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 热线,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 类似,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 领取,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 77,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 72,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 站位,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 作风,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 传达,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 指示精神,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 底线,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 流程,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 见效,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 压实,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 认真学习,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 绝不能,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 掉以轻心,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 责任心,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 坚守岗位,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 守土有责,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 守土,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 有方,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 节日,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 决不允许,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
