Term: 武汉,Count: 2439,TF: 0.02459388,IDF: 1.02975636,TF × IDF: 0.02532570
Term: 推,Count: 18,TF: 0.00018150,IDF: 2.36776992,TF × IDF: 0.00042976
Term: 分子,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 可惜,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 一家人,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 头晕,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 患病,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 服务者,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 感情,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 千古罪人,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 辜负,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 未见,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 承受,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 那天,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 消灭,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 长江,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 呼吸道,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: g,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 冰雪,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 前行,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 脊梁,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 9958,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 受罪,Count: 17,TF: 0.00017142,IDF: 2.36776992,TF × IDF: 0.00040588
Term: 供应,Count: 17,TF: 0.00017142,IDF: 2.36776992,TF × IDF: 0.00040588
Term: tm,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 团队,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 度过,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 见证,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 公示,Count: 17,TF: 0.00017142,IDF: 2.32201243,TF × IDF: 0.00039804
Term: 做个,Count: 17,TF: 0.00017142,IDF: 2.41892245,TF × IDF: 0.00041465
Term: 利用,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 守,Count: 17,TF: 0.00017142,IDF: 1.97958975,TF × IDF: 0.00033934
Term: 区别,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 能干,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 国务院,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 从上到下,Count: 17,TF: 0.00017142,IDF: 2.54386118,TF × IDF: 0.00043607
Term: 门诊,Count: 17,TF: 0.00017142,IDF: 2.54386118,TF × IDF: 0.00043607
Term: 后续,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 庆幸,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 处罚,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 缓解,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 本地人,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 走动,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 更大,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 内心,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 添堵,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 队员,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 失控,Count: 17,TF: 0.00017142,IDF: 2.47691439,TF × IDF: 0.00042459
Term: 身份证,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 短缺,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 两,Count: 17,TF: 0.00017142,IDF: 1.59773656,TF × IDF: 0.00027388
Term: 原本,Count: 17,TF: 0.00017142,IDF: 2.54386118,TF × IDF: 0.00043607
Term: 🙉,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 消毒剂,Count: 17,TF: 0.00017142,IDF: 2.47691439,TF × IDF: 0.00042459
Term: 病魔,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 保重,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 自然,Count: 17,TF: 0.00017142,IDF: 2.71995244,TF × IDF: 0.00046625
Term: 关进,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 笼子,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 人心,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 经历,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 装备,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 胜利,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 政治,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 嫌弃,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 一名,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 逃出,Count: 17,TF: 0.00017142,IDF: 2.62304243,TF × IDF: 0.00044964
Term: 不差,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 拖,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 过程,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 猪肉,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 年货,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 市委书记,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 买单,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 🐴,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 远离,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 躲,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 多年,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 呜呜,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 文化,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 采取措施,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 飞沫,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 脖,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 太平间,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 源头,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 无关,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 令人,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 难忘,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 年夜饭,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 勇敢,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 冬天,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 需,Count: 17,TF: 0.00017142,IDF: 1.75381071,TF × IDF: 0.00030064
Term: 福气,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 学会,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 维护,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 异地,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 日常,Count: 17,TF: 0.00017142,IDF: 3.02098244,TF × IDF: 0.00051786
Term: 一刻,Count: 17,TF: 0.00017142,IDF: 2.84489118,TF × IDF: 0.00048767
Term: 腊八,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 大海,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 公立医院,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 堵,Count: 17,TF: 0.00017142,IDF: 2.14592117,TF × IDF: 0.00036785
Term: 设陷,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 黄石市,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 免疫,Count: 17,TF: 0.00017142,IDF: 3.32201243,TF × IDF: 0.00056946
Term: 陪,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 一个个,Count: 16,TF: 0.00016133,IDF: 2.62304243,TF × IDF: 0.00042319
Term: 账目,Count: 16,TF: 0.00016133,IDF: 2.54386118,TF × IDF: 0.00041042
Term: 寒心,Count: 16,TF: 0.00016133,IDF: 2.71995244,TF × IDF: 0.00043883
Term: 公民,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 涌入,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 外交部,Count: 16,TF: 0.00016133,IDF: 2.47691439,TF × IDF: 0.00039961
Term: 连续,Count: 16,TF: 0.00016133,IDF: 2.36776992,TF × IDF: 0.00038201
Term: 16,Count: 16,TF: 0.00016133,IDF: 2.32201243,TF × IDF: 0.00037462
Term: 不要脸,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 鸡,Count: 16,TF: 0.00016133,IDF: 2.28061975,TF × IDF: 0.00036794
Term: 毒品,Count: 16,TF: 0.00016133,IDF: 2.62304243,TF × IDF: 0.00042319
Term: 疾控中心,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 中医院,Count: 16,TF: 0.00016133,IDF: 2.62304243,TF × IDF: 0.00042319
Term: 心中,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 足够,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 信心,Count: 16,TF: 0.00016133,IDF: 2.71995244,TF × IDF: 0.00043883
Term: 最终,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 领域,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 大众,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 了不起,Count: 16,TF: 0.00016133,IDF: 2.71995244,TF × IDF: 0.00043883
Term: 失职,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 打电话,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 一声,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 赴,Count: 16,TF: 0.00016133,IDF: 2.54386118,TF × IDF: 0.00041042
Term: 超过,Count: 16,TF: 0.00016133,IDF: 2.62304243,TF × IDF: 0.00042319
Term: 有时候,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 管住,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 中国速度,Count: 16,TF: 0.00016133,IDF: 2.71995244,TF × IDF: 0.00043883
Term: 封路,Count: 16,TF: 0.00016133,IDF: 2.47691439,TF × IDF: 0.00039961
Term: 好吃,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 阴性,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 海南省,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 将会,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 承认,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 岗位,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 恢复,Count: 16,TF: 0.00016133,IDF: 2.36776992,TF × IDF: 0.00038201
Term: 女儿,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 喂口,Count: 16,TF: 0.00016133,IDF: 2.41892245,TF × IDF: 0.00039026
Term: 堵嘴,Count: 16,TF: 0.00016133,IDF: 2.41892245,TF × IDF: 0.00039026
Term: 猫,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 占,Count: 16,TF: 0.00016133,IDF: 2.71995244,TF × IDF: 0.00043883
Term: 停止,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 浪费,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 看不到,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 城,Count: 16,TF: 0.00016133,IDF: 1.61444226,TF × IDF: 0.00026047
Term: ง,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 元,Count: 16,TF: 0.00016133,IDF: 2.71995244,TF × IDF: 0.00043883
Term: 打喷嚏,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 无人,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 现实,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 害人害己,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 还会,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 甜,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 阻止,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 离谱,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 慢,Count: 16,TF: 0.00016133,IDF: 2.28061975,TF × IDF: 0.00036794
Term: 武昌,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 正义,Count: 16,TF: 0.00016133,IDF: 3.02098244,TF × IDF: 0.00048739
Term: 今年过年,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 不串门,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 忘,Count: 16,TF: 0.00016133,IDF: 2.24283119,TF × IDF: 0.00036185
Term: 疫病,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 安静,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 寻找,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 过瘾,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 脑袋,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 开开心心,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 身,Count: 16,TF: 0.00016133,IDF: 1.80349849,TF × IDF: 0.00029097
Term: 升高,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 空调,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 别闷,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 来源,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 防护措施,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 推行,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 鼻,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 举措,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 除夕,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 孝感市,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 得不到,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 炒作,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 医学,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 源,Count: 16,TF: 0.00016133,IDF: 2.36776992,TF × IDF: 0.00038201
Term: 老一辈,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 过大年,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 前辈,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 从简,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 做些,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 原地,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 爸爸妈妈,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 命比,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 知识,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 考拉,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 小年,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 刘宇宁,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 节日,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 成绩,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 波音,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 弱,Count: 16,TF: 0.00016133,IDF: 2.84489118,TF × IDF: 0.00045898
Term: 党员,Count: 16,TF: 0.00016133,IDF: 3.32201243,TF × IDF: 0.00053596
Term: 直播间,Count: 15,TF: 0.00015125,IDF: 2.54386118,TF × IDF: 0.00038476
Term: 足,Count: 15,TF: 0.00015125,IDF: 1.85961444,TF × IDF: 0.00028127
Term: 战士,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 仁爱医院,Count: 15,TF: 0.00015125,IDF: 2.41892245,TF × IDF: 0.00036587
Term: 想着,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 善款,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 特,Count: 15,TF: 0.00015125,IDF: 1.87485440,TF × IDF: 0.00028357
Term: 安康,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 万人,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 接,Count: 15,TF: 0.00015125,IDF: 1.36776992,TF × IDF: 0.00020688
Term: 眼泪,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 毛病,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 醒来,Count: 15,TF: 0.00015125,IDF: 2.32201243,TF × IDF: 0.00035121
Term: 相当于,Count: 15,TF: 0.00015125,IDF: 2.41892245,TF × IDF: 0.00036587
Term: 剩,Count: 15,TF: 0.00015125,IDF: 2.47691439,TF × IDF: 0.00037464
Term: 具备,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 商场,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 石家庄,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 不知,Count: 15,TF: 0.00015125,IDF: 1.83065074,TF × IDF: 0.00027689
Term: 无知,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 居民,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 公共,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 年初,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 搜是,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 私家车,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 显示,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 心脏,Count: 15,TF: 0.00015125,IDF: 2.54386118,TF × IDF: 0.00038476
Term: 乖乖,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 一分,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 记录,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 乡下,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 福建人,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 抗,Count: 15,TF: 0.00015125,IDF: 2.06673993,TF × IDF: 0.00031260
Term: 集体,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 硬核,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 一家,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 死神,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 作,Count: 15,TF: 0.00015125,IDF: 1.42991783,TF × IDF: 0.00021628
Term: 整天,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 爱国,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 院长,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 失望,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 实事,Count: 15,TF: 0.00015125,IDF: 2.54386118,TF × IDF: 0.00038476
Term: 人才,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 惩罚,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 纪念馆,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 属实,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 火灾,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 怀疑,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 累,Count: 15,TF: 0.00015125,IDF: 2.24283119,TF × IDF: 0.00033923
Term: 银行,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 一个月,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 好样,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 阳光,Count: 15,TF: 0.00015125,IDF: 2.54386118,TF × IDF: 0.00038476
Term: 排除,Count: 15,TF: 0.00015125,IDF: 2.47691439,TF × IDF: 0.00037464
Term: 食用,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 暖心,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 熬,Count: 15,TF: 0.00015125,IDF: 2.54386118,TF × IDF: 0.00038476
Term: 匮乏,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 皆,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 佩服,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 公平,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 事实,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 治病救人,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 疼,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 封印,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 潘多拉,Count: 15,TF: 0.00015125,IDF: 2.62304243,TF × IDF: 0.00039674
Term: 炖汤,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 统计,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 出事,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 响应,Count: 15,TF: 0.00015125,IDF: 3.02098244,TF × IDF: 0.00045693
Term: 多大,Count: 15,TF: 0.00015125,IDF: 2.71995244,TF × IDF: 0.00041140
Term: 硬,Count: 15,TF: 0.00015125,IDF: 2.84489118,TF × IDF: 0.00043030
Term: 考,Count: 15,TF: 0.00015125,IDF: 2.32201243,TF × IDF: 0.00035121
Term: 喜迎,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 森林,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 谴责,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 开头,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 附院,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 时光,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 2000,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 扶贫,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
Term: 弟弟,Count: 15,TF: 0.00015125,IDF: 3.32201243,TF × IDF: 0.00050246
